,laptop_ID,Company,Product,TypeName,Cpu,Ram,Gpu,OpSys,Weight,Price_euros,Touchscreen,IPS,PPI,Cpu_brand,HDD,SSD,Gpu_brand,log_price
679,687,Acer,Aspire VX5-591G,Gaming,Intel Core i5 7300HQ 2.5GHz,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1299.0,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,7.1693500166706
680,688,MSI,GV62M 7RD,Gaming,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,Windows 10,2.2,997.9,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,6.905653070890267
681,689,Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,Windows 10,1.86,419.0,0,0,100.45466986113651,Other Intel Processor,0,128,Intel,6.037870919922137
682,690,Dell,Alienware 15,Gaming,Intel Core i5 7300HQ 2.5GHz,16,Nvidia GeForce GTX 1060,Windows 10,3.21,2051.0,0,0,141.21199808219862,Intel Core i5,1000,128,Nvidia,7.62608275807238
683,691,HP,17-bs000nv I3,Notebook,Intel Core i3 6006U 2GHz,4,AMD Radeon R5 520,Windows 10,2.5,699.0,0,1,127.33567457123111,Intel Core i3,0,256,AMD,6.54965074223381
684,692,Lenovo,Yoga 730,2 in 1 Convertible,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,Windows 10,1.19,1499.0,1,1,165.6321180513006,Intel Core i7,0,512,Intel,7.312553498102598
685,693,Dell,Alienware 15,Gaming,Intel Core i7 7820HK 2.9GHz,16,Nvidia GeForce GTX 1070,Windows 10,3.49,2813.75,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,7.942273392220942
686,694,HP,250 G6,Notebook,Intel Core i5 7200U 2.5GHz,4,AMD Radeon 520,Windows 10,1.86,612.61,0,0,100.45466986113651,Intel Core i5,500,0,AMD,6.417728518130933
687,695,Dell,Inspiron 3567,Notebook,Intel Core i3 6006U 2GHz,4,AMD Radeon R5 M430,Windows 10,2.2,545.67,0,0,100.45466986113651,Intel Core i3,1000,0,AMD,6.302014397419859
688,696,HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,Notebook,AMD A10-Series 9600P 2.4GHz,6,AMD Radeon R7 M440,Windows 10,2.65,569.0,0,1,127.33567457123111,AMD Processor,2000,0,AMD,6.343880434126331
689,697,Lenovo,V110-15ISK (3855U/4GB/500GB/W10),Notebook,Intel Celeron Dual Core 3855U 1.6GHz,4,Intel HD Graphics 510,Windows 10,2.1,318.0,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,5.762051382780177
690,698,Acer,Chromebook 14,Notebook,Intel Celeron Dual Core 3855U 1.6GHz,4,Intel HD Graphics 510,Chrome OS,1.45,375.0,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,5.926926025970411
691,699,Lenovo,IdeaPad 520s-14IKB,Notebook,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,Windows 10,1.7,699.0,0,0,157.3505121487356,Intel Core i5,0,256,Intel,6.54965074223381
692,700,HP,ZBook 17,Workstation,Intel Core i7 7700HQ 2.8GHz,8,Nvidia Quadro M1200,Windows 10,3.14,1907.99,0,0,127.33567457123111,Intel Core i7,500,0,Nvidia,7.553805610904351
693,701,Lenovo,ThinkPad X1,2 in 1 Convertible,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,Windows 10,1.42,2590.0,1,0,209.8006828649808,Intel Core i7,0,256,Intel,7.859413154693583
694,702,Toshiba,Satellite Pro,Notebook,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,Windows 10,1.5,973.0,0,1,165.6321180513006,Intel Core i5,0,256,Intel,6.880384082186005
695,703,Acer,TravelMate B117-M,Netbook,Intel Celeron Dual Core N3050 1.6GHz,4,Intel HD Graphics,Windows 10,1.4,269.0,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,5.594711379601839
696,704,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,Intel Core i7 7500U 2.7GHz,16,Intel HD Graphics 620,Windows 10,1.38,1749.0,1,0,157.3505121487356,Intel Core i7,0,512,Intel,7.466799475018602
697,705,Asus,Chromebook Flip,2 in 1 Convertible,Intel Core M M3-6Y30 0.9GHz,4,Intel HD Graphics 515,Chrome OS,1.2,669.0,1,0,176.23257360658386,Other Intel Processor,0,0,Intel,6.505784060128229
698,706,Toshiba,Portege Z30T-C-133,Ultrabook,Intel Core i7 6500U 2.5GHz,16,Intel HD Graphics 520,Windows 10,1.36,1877.0,1,0,165.6321180513006,Intel Core i7,0,512,Intel,7.537430036586509
699,707,HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,Intel Core i7 7500U 2.7GHz,4,AMD Radeon 530,Windows 10,2.1,689.0,0,1,141.21199808219862,Intel Core i7,500,0,AMD,6.535241271013659
700,708,Dell,Inspiron 5577,Gaming,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,Windows 10,2.56,819.0,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,6.70808408385307
701,709,Lenovo,IdeaPad 320-15AST,Notebook,AMD A9-Series 9420 2.9GHz,4,AMD Radeon 530,Windows 10,2.2,399.0,0,0,141.21199808219862,AMD Processor,0,256,AMD,5.988961416889864
702,710,Lenovo,IdeaPad 320-15ABR,Notebook,AMD A12-Series 9720P 3.6GHz,8,AMD Radeon R7,Windows 10,2.2,429.0,0,0,100.45466986113651,AMD Processor,1000,0,AMD,6.061456918928017
703,711,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,Windows 10,2.1,621.45,0,0,141.21199808219862,Intel Core i5,2000,0,Intel,6.43205545719152
704,712,Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,No OS,1.90,450.0,0,0,100.45466986113651,Intel Core i3,500,0,Intel,6.1092475827643655
705,713,Dell,Vostro 5568,Notebook,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,Windows 10,2.18,795.0,0,0,141.21199808219862,Intel Core i5,0,256,Intel,6.678342114654332
706,714,Acer,Spin 5,2 in 1 Convertible,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,Windows 10,1.6,999.0,1,1,165.6321180513006,Intel Core i5,0,256,Intel,6.906754778648554
707,715,Lenovo,ThinkPad P51s,Workstation,Intel Core i7 6500U 2.5GHz,16,Nvidia Quadro M520M,Windows 7,2.18,1855.0,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,7.5256399750415355
708,716,Lenovo,Thinkpad T460p,Notebook,Intel Core i5 6300HQ 2.3GHz,8,Intel HD Graphics 520,Windows 10,1.8,1191.0,0,0,157.3505121487356,Intel Core i5,0,256,Intel,7.0825485693553
709,717,HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,Notebook,AMD A10-Series 9620P 2.5GHz,6,AMD Radeon 530,Windows 10,2.71,655.01,0,1,127.33567457123111,AMD Processor,2000,0,AMD,6.484650502694282
710,718,Lenovo,Legion Y520-15IKBN,Gaming,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1249.0,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,7.130098510125578
711,719,Dell,Latitude 5480,Notebook,Intel Core i5 7440HQ 2.8GHz,8,Nvidia GeForce 930MX,Linux,1.64,1089.0,0,0,157.3505121487356,Intel Core i5,0,256,Nvidia,6.9930151229329605
712,720,Dell,Vostro 5568,Notebook,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,Linux,1.98,726.0,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,6.587550014824796
713,721,Asus,VivoBook E403NA,Notebook,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,Windows 10,1.5,298.0,0,0,157.3505121487356,Other Intel Processor,0,0,Intel,5.697093486505405
714,722,Dell,Latitude 5580,Notebook,Intel Core i5 7300U 2.6GHz,16,Intel HD Graphics 620,Windows 10,1.93,1426.66,0,0,141.21199808219862,Intel Core i5,0,512,Intel,7.263091326999619
715,723,Lenovo,Thinkpad E470,Notebook,Intel Core i5 7200U 2.5GHz,8,Nvidia GeForce 920MX,Windows 10,1.87,857.07,0,1,157.3505121487356,Intel Core i5,0,256,Nvidia,6.7535195955421745
716,724,Dell,Latitude 5580,Notebook,Intel Core i5 7300U 2.6GHz,8,Intel HD Graphics 620,Windows 10,1.9,1179.0,0,0,141.21199808219862,Intel Core i5,0,256,Intel,7.072421900537371
717,725,Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),Notebook,AMD A6-Series 7310 2GHz,4,AMD Radeon R4,Windows 10,2.19,298.0,0,0,100.45466986113651,AMD Processor,500,0,AMD,5.697093486505405
718,726,Mediacom,Smartbook 142,Notebook,Intel Atom Z8350 1.92GHz,4,Intel HD Graphics 400,Windows 10,1.4,265.0,0,1,161.72539083525606,Other Intel Processor,32,0,Intel,5.579729825986222
719,727,HP,ProBook 470,Notebook,Intel Core i7 7500U 2.7GHz,8,Nvidia GeForce 930MX,Windows 10,2.63,1200.0,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,7.090076835776092
720,728,Lenovo,ThinkPad X1,Ultrabook,Intel Core i7 6500U 2.5GHz,8,Intel HD Graphics 520,Windows 10,1.17,1686.64,0,1,209.8006828649808,Intel Core i7,0,512,Intel,7.430493663211738
721,729,HP,Pavilion X360,2 in 1 Convertible,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,Windows 10,1.58,836.6,1,1,117.82653006268643,Intel Core i5,0,256,Intel,6.7293460590080985
722,730,Lenovo,ThinkPad T470s,Ultrabook,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,Windows 10,1.32,1499.0,0,1,157.3505121487356,Intel Core i5,0,256,Intel,7.312553498102598
723,731,Dell,Alienware 17,Gaming,Intel Core i7 7700HQ 2.8GHz,32,Nvidia GeForce GTX 1070,Windows 10,4.36,3659.4,0,0,254.67134914246222,Intel Core i7,1000,1000,Nvidia,8.205054478530466
724,732,MSI,GL72M 7REX,Gaming,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,1348.48,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,7.206733311175769
725,733,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,No OS,1.9,489.9,0,0,100.45466986113651,Intel Core i5,1000,0,Intel,6.194201288644529
726,734,Dell,Inspiron 5570,Notebook,Intel Core i5 8250U 1.6GHz,8,AMD Radeon 530,Windows 10,2.2,719.0,0,0,141.21199808219862,Intel Core i5,1000,128,AMD,6.577861357721047
727,735,Dell,Inspiron 5378,2 in 1 Convertible,Intel Core i3 7100U 2.4GHz,4,Intel HD Graphics 620,Windows 10,1.71,649.0,1,0,165.6321180513006,Intel Core i3,1000,0,Intel,6.47543271670409
728,736,Dell,Inspiron 5567,Notebook,Intel Core i5 7200U 2.5GHz,8,AMD Radeon R7 M445,Linux,2.32,589.52,0,0,100.45466986113651,Intel Core i5,1000,0,AMD,6.379308646458743
729,737,HP,15-BW037na (A9-9420/4GB/1TB/Radeon,Notebook,AMD A9-Series 9420 3GHz,4,AMD Radeon 520,Windows 10,2.1,489.0,0,0,141.21199808219862,AMD Processor,1000,0,AMD,6.192362489474872
730,738,Acer,Predator 17,Gaming,Intel Core i7 6700HQ 2.6GHz,16,Nvidia GeForce GTX 1060,Windows 10,4.2,1935.0,0,1,127.33567457123111,Intel Core i7,1000,128,Nvidia,7.5678626054638825
731,739,Dell,Inspiron 3567,Notebook,Intel Core i5 7200U 2.5GHz,12,Intel HD Graphics 620,Windows 10,2.25,649.0,0,0,100.45466986113651,Intel Core i5,1000,0,Intel,6.47543271670409
732,740,HP,15-BW091ND (A9-9420/6GB/1TB,Notebook,AMD A9-Series A9-9420 3GHz,6,AMD Radeon 520,Windows 10,2.1,650.0,0,0,141.21199808219862,AMD Processor,1000,128,AMD,6.476972362889683
733,741,Acer,Extensa EX2540-58KR,Notebook,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,Windows 10,2.4,559.0,0,0,100.45466986113651,Intel Core i5,500,0,Intel,6.326149473155099
734,742,Lenovo,ThinkPad 13,Notebook,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,Windows 10,1.44,960.0,0,1,165.6321180513006,Intel Core i5,0,256,Intel,6.866933284461882
735,743,Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Notebook,Intel Core i7 7500U 2.7GHz,4,Intel HD Graphics 620,Windows 10,1.85,779.0,0,0,141.21199808219862,Intel Core i7,1000,0,Intel,6.658011045870748
736,744,HP,ZBook 15,Workstation,Intel Core i7 7700HQ 2.8GHz,16,Nvidia Quadro M2200,Windows 10,2.6,2419.0,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,7.791109510610028
737,745,Dell,Inspiron 5379,2 in 1 Convertible,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,Windows 10,1.55,659.0,1,0,165.6321180513006,Intel Core i5,1000,0,Intel,6.490723534502507
738,746,MSI,GS63VR 7RF,Gaming,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1060,Windows 10,1.8,2094.48,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,7.647060591523165
739,747,Acer,Aspire ES1-572,Notebook,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,Windows 10,2.4,410.8,0,0,100.45466986113651,Intel Core i3,500,0,Intel,6.018106478054404
740,748,Dell,Inspiron 7560,Notebook,Intel Core i7 7500U 2.7GHz,8,Nvidia GeForce 940MX,Windows 10,2.0,1207.0,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,7.095893221097532
741,749,Dell,Vostro 3568,Notebook,Intel Core i3 6006U 2GHz,8,Intel HD Graphics 520,Windows 10,2,665.0,0,0,100.45466986113651,Intel Core i3,0,256,Intel,6.499787040655854
742,750,Toshiba,Tecra X40-D-10G,Notebook,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,Windows 10,1.25,1535.0,1,1,157.3505121487356,Intel Core i5,0,256,Intel,7.336285660021297
743,751,Lenovo,Flex 5,2 in 1 Convertible,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,Windows 10,1.7,999.0,1,0,157.3505121487356,Intel Core i5,0,256,Intel,6.906754778648554
744,752,Lenovo,Thinkpad P51s,Workstation,Intel Core i7 7600U 2.8GHz,16,Nvidia Quadro M520M,Windows 10,2.5,3299.0,0,1,282.42399616439724,Intel Core i7,0,1000,Nvidia,8.101374671228582
745,753,Acer,Chromebook 14,Notebook,Intel Celeron Dual Core N3060 1.6GHz,2,Intel HD Graphics 400,Chrome OS,1.68,330.0,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,5.799092654460526
746,754,Samsung,Notebook 9,Ultrabook,Intel Core i7 7500U 2.7GHz,16,Intel HD Graphics 620,Windows 10,0.81,1649.0,0,0,165.6321180513006,Intel Core i7,0,256,Intel,7.407924322559599
747,755,HP,250 G6,Notebook,Intel Core i3 6006U 2GHz,8,Intel HD Graphics 520,Windows 10,1.86,539.0,0,0,141.21199808219862,Intel Core i3,0,256,Intel,6.289715570908998
748,757,Dell,Latitude 5480,Notebook,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,Windows 10,1.6,1126.71,0,0,111.93520355955211,Intel Core i5,0,256,Intel,7.02705716060779
749,758,HP,Zbook 17,Workstation,Intel Xeon E3-1535M v5 2.9GHz,16,Nvidia Quadro M2000M,Windows 7,3,4389.0,0,1,127.33567457123111,Other Intel Processor,0,256,Nvidia,8.386856689688234
750,759,Lenovo,N23 (N3060/4GB/128GB/W10),Netbook,Intel Celeron Dual Core N3060 1.6GHz,4,Intel HD Graphics 400,Windows 10,1.4,475.0,1,0,135.0942111925629,Other Intel Processor,0,128,Intel,6.163314804034641
751,760,HP,EliteBook 850,Notebook,Intel Core i5 6300U 2.4GHz,8,Intel HD Graphics 520,Windows 10,1.84,1900.0,0,0,141.21199808219862,Intel Core i5,0,256,Intel,7.549609165154532
752,761,Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,Intel Core i5 6300HQ 2.3GHz,4,Nvidia GeForce GTX 950M,No OS,2.45,579.0,0,0,100.45466986113651,Intel Core i5,1000,0,Nvidia,6.361302477572996
753,762,Lenovo,Thinkpad T460,Ultrabook,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,Windows 10,1.7,1096.0,0,0,157.3505121487356,Intel Core i5,0,180,Intel,6.999422467507961
754,763,Asus,Pro P2540UA-XO0192R,Notebook,Intel Core i7 7500U 2.7GHz,4,Intel HD Graphics 620,Windows 10,2.37,849.9,0,0,100.45466986113651,Intel Core i7,0,256,Intel,6.745118695504581
755,764,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,Intel Core i5 6260U 1.8GHz,8,Intel HD Graphics 540,Windows 10,1.3,1199.0,1,1,276.053530085501,Intel Core i5,0,256,Intel,7.089243155027514
756,765,HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,Windows 10,2.2,1099.0,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,7.002155954403621
757,766,HP,ZBook 15,Workstation,Intel Core i7 6700HQ 2.6GHz,8,Nvidia Quadro M1000M,Windows 7,2.59,1561.0,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,7.353081920515432
758,767,Dell,Alienware 17,Gaming,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1070,Windows 10,4.42,2868.99,0,1,282.42399616439724,Intel Core i7,1000,256,Nvidia,7.961715330440261
759,768,Acer,Aspire 3,Notebook,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,Windows 10,2.1,599.0,0,0,100.45466986113651,Intel Core i5,0,256,Intel,6.395261598115449
760,769,Lenovo,Legion Y520-15IKBN,Gaming,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,Windows 10,2.5,1048.0,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,6.954638864880987
761,770,Dell,Latitude 7280,Ultrabook,Intel Core i7 7600U 2.8GHz,16,Intel HD Graphics 620,Windows 10,1.18,1859.0,0,0,176.23257360658386,Intel Core i7,0,256,Intel,7.527793987721444
762,771,Google,Pixelbook (Core,Ultrabook,Intel Core i5 7Y57 1.2GHz,8,Intel HD Graphics 615,Chrome OS,1.1,1559.0,1,0,234.50740003017813,Intel Core i5,0,256,Intel,7.351799869057777
763,772,Asus,Zenbook UX330UA-AH5Q,Ultrabook,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,Windows 10,1.2,1129.0,0,1,276.053530085501,Intel Core i5,0,256,Intel,7.029087564149662
764,773,Dell,Latitude 3380,Notebook,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,Windows 10,1.65,849.0,0,0,117.82653006268643,Intel Core i3,500,0,Intel,6.744059186311348
765,774,Acer,TravelMate P238-M,Notebook,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,Windows 10,1.6,655.0,0,0,117.82653006268643,Intel Core i5,0,128,Intel,6.484635235635252
766,775,Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,Intel Pentium Quad Core N4200 1.1GHz,4,Nvidia GeForce 920MX,Windows 10,2.8,470.34,0,0,90.58340172449303,Other Intel Processor,1000,0,Nvidia,6.153455837428686
767,776,Dell,Inspiron 7559,Gaming,Intel Core i7 6700HQ 2.6GHz,16,Nvidia GeForce GTX 960M,Windows 10,2.72,1099.0,1,1,282.42399616439724,Intel Core i7,1000,128,Nvidia,7.002155954403621
768,777,Samsung,Notebook 9,Ultrabook,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,Windows 10,1.31,1599.0,1,0,165.6321180513006,Intel Core i7,0,256,Intel,7.377133712833954
769,778,Acer,Aspire A315-31,Notebook,Intel Pentium Quad Core N4200 1.1GHz,4,Intel HD Graphics 505,Linux,2.1,298.0,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,5.697093486505405
770,779,Dell,Inspiron 5567,Notebook,Intel Core i7 7500U 2.7GHz,16,AMD Radeon R7 M445,Windows 10,2.3,1181.27,0,0,141.21199808219862,Intel Core i7,0,256,AMD,7.074345409881552
771,780,Samsung,Notebook 9,2 in 1 Convertible,Intel Core i7 7500U 2.7GHz,16,AMD Radeon 540,Windows 10,1.71,1799.0,1,0,146.86047800548656,Intel Core i7,0,256,AMD,7.4949862339505335
772,781,Toshiba,Tecra A40-C-1E5,Notebook,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,Windows 10,1.75,1020.0,0,1,111.93520355955211,Intel Core i5,0,128,Intel,6.927557906278317
773,782,Dell,Inspiron 7567,Gaming,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,Windows 10,2.62,1099.0,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,7.002155954403621
774,783,HP,EliteBook 820,Ultrabook,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,Windows 10,1.26,1244.0,0,0,125.36742798669837,Intel Core i5,0,256,Intel,7.126087273299125
775,784,Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,2 in 1 Convertible,Intel Core i7 7500U 2.7GHz,12,Nvidia GeForce 940MX,Windows 10,2.3,839.0,1,0,141.21199808219862,Intel Core i7,2000,0,Nvidia,6.732210706467206
776,785,Lenovo,Thinkpad P50,Notebook,Intel Core i7 6820HQ 2.7GHz,16,Nvidia Quadro M2000M,Windows 7,2.5,2370.0,0,0,282.42399616439724,Intel Core i7,0,512,Nvidia,7.7706452341291765
777,786,Acer,Swift 3,Notebook,Intel Core i3 7100U 2.4GHz,4,Intel HD Graphics 620,Windows 10,1.8,636.0,0,1,157.3505121487356,Intel Core i3,0,128,Intel,6.455198563340122
778,787,Razer,Blade Pro,Gaming,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1060,Windows 10,1.95,2899.0,0,0,157.3505121487356,Intel Core i7,0,512,Nvidia,7.972121128921655
779,788,Asus,Vivobook Max,Notebook,Intel Pentium Dual Core N4200 1.1GHz,8,Intel HD Graphics 505,Windows 10,2,581.9,0,0,141.21199808219862,Other Intel Processor,0,128,Intel,6.366298611662624
780,789,Dell,Alienware 17,Gaming,Intel Core i7 7700HQ 2.8GHz,32,Nvidia GeForce GTX 1070M,Windows 10,4.42,3588.8,0,1,127.33567457123111,Intel Core i7,1000,1000,Nvidia,8.185573163765945
781,790,Asus,Rog G752VS-BA171T,Gaming,Intel Core i7 6700HQ 2.6GHz,16,Nvidia GeForce GTX 1070,Windows 10,4.3,2350.0,0,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,7.762170607138205
782,791,Toshiba,Tecra Z40-C-161,Ultrabook,Intel Core i7 6600U 2.6GHz,16,Nvidia GeForce 930M,Windows 10,1.47,1764.0,0,1,157.3505121487356,Intel Core i7,0,512,Nvidia,7.475339236566737
783,792,Lenovo,IdeaPad 110-15IBR,Notebook,Intel Celeron Quad Core N3710 1.6GHz,8,Intel HD Graphics 405,No OS,2.2,329.0,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,5.796057750765372
784,793,Lenovo,ThinkPad T470s,Ultrabook,Intel Core i7 7500U 2.7GHz,16,Intel HD Graphics 620,Windows 10,1.7,2299.0,0,0,157.3505121487356,Intel Core i7,0,512,Intel,7.740229524763182
785,794,MSI,GS43VR 7RE,Gaming,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1060,Windows 10,1.6,1891.0,0,1,157.3505121487356,Intel Core i7,1000,256,Nvidia,7.544861068658458
786,795,MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,Windows 10,2.2,1089.0,0,0,141.21199808219862,Intel Core i5,1000,128,Nvidia,6.9930151229329605
787,796,Lenovo,Legion Y520-15IKBN,Gaming,Intel Core i7 7700HQ 2.8GHz,4,Nvidia GeForce GTX 1050,Windows 10,2.4,999.0,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,6.906754778648554
788,797,Acer,Predator G9-793,Gaming,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1060,Windows 10,4.2,2299.0,0,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,7.740229524763182
789,798,Dell,Inspiron 7567,Gaming,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,Windows 10,2.62,985.0,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,6.892641641172089
790,799,Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,Gaming,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX1060,Windows 10,2.24,1339.0,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,7.199678345691172
791,800,Vero,K146 (N3350/4GB/32GB/W10),Notebook,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,Windows 10,1.22,202.9,0,0,157.3505121487356,Other Intel Processor,0,0,Intel,5.312713246831769
792,801,Lenovo,ThinkPad Yoga,2 in 1 Convertible,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,Windows 10,1.37,1970.0,1,1,165.6321180513006,Intel Core i7,0,512,Intel,7.585788821732034
793,802,Lenovo,Yoga 510-15IKB,2 in 1 Convertible,Intel Core i5 7200U 2.5GHz,8,AMD Radeon R7 M460,Windows 10,2.08,959.0,1,0,141.21199808219862,Intel Core i5,0,256,AMD,6.8658910748834385
794,803,Apple,"MacBook 12""",Ultrabook,Intel Core M 1.2GHz,8,Intel HD Graphics 5300,Mac OS X,0.920,1165.0,0,1,226.41554716935852,Other Intel Processor,0,0,Intel,7.060476365999801
795,804,Lenovo,ThinkPad X1,2 in 1 Convertible,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,Windows 10,1.42,2330.0,1,1,209.8006828649808,Intel Core i5,0,256,Intel,7.753623546559746
796,805,Asus,R417NA-RS01 (N3350/4GB/32GB/W10),Notebook,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,Windows 10,1.63,299.0,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,5.700443573390687
797,806,Dell,Latitude 3580,Notebook,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,Windows 10,1.95,810.0,0,0,100.45466986113651,Intel Core i5,0,128,Intel,6.697034247666484
798,807,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,Windows 10,1.38,1349.0,1,1,158.48253022174808,Intel Core i7,0,256,Intel,7.207118856207756
799,808,Dell,Vostro 5568,Notebook,Intel Core i3 6006U 2GHz,8,AMD Radeon R5 M420X,Windows 10,2,739.0,0,0,141.21199808219862,Intel Core i3,0,256,AMD,6.6052979209482015
800,809,HP,ZBook 17,Workstation,Intel Core i7 7700HQ 2.8GHz,8,Nvidia Quadro M2200,Windows 10,3.14,2064.9,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,7.632837078072428
801,810,Asus,Pro P2540UA-XS51,Notebook,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,Windows 10,2.37,1099.0,0,0,141.21199808219862,Intel Core i5,0,256,Intel,7.002155954403621
